ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Stem,Lexeme_ID
Kina3a-1_theant-1,73,Kina3a,1_theant,дзыдза1хъ,дзыдзах,,,,,,,,8,
Kina2a-1_theant-1,74,Kina2a,1_theant,дзыдза1хъ,дзыдзах,,,,,,,,8,
Kina1a-1_theant-1,75,Kina1a,1_theant,дзыдза1хъ,дзыдзах,,,,,,,,8,
Khnov2-1_theant-1,76,Khnov2,1_theant,дзыдза1хъ,дзадзихьа,,,,,,,,8,
Khnov3-1_theant-1,77,Khnov3,1_theant,дзыдза1хъ,дзадзихьа,,,,,,,,8,
D_Chechen-1_theant-1,78,D_Chechen,1_theant,зингат,зингат,,,,,,,,9,
E_Chechen-1_theant-1,79,E_Chechen,1_theant,зингат,зингат,,,,,,,,9,
D_Kumyk-1_theant-1,80,D_Kumyk,1_theant,къомурсгъа,къомурсгъа,,,,,,,,13,
E_Kumyk-1_theant-1,81,E_Kumyk,1_theant,къомурсгъа,къомурсгъа,,,,,,,,13,
D_Botlikh-1_theant-1,82,D_Botlikh,1_theant,танц1ц1а,танц1ц1а,,,botlikh,,,,,14,
D_Gagatli-1_theant-1,83,D_Gagatli,1_theant,лъанц1ц1и,лъанц1ц1и,,,andi_gagatli,,,,,14,
D_Karata-1_theant-1,84,D_Karata,1_theant,лъарц1ц1е,лъарц1ц1е,,,karata,,,,,14,
Karata1-1_theant-1,85,Karata1,1_theant,лъарц1ц1е,лъарц1ц1е,,,,,,,,14,
Karata2-1_theant-1,86,Karata2,1_theant,лъарц1ц1е,лъарц1ц1е,,,,,,,,14,
Karata3-1_theant-1,87,Karata3,1_theant,лъарц1ц1е,лъарц1ц1е,,,,,,,,14,
Karata4-1_theant-1,88,Karata4,1_theant,лъарц1ц1е,лъарц1ц1е,,,,,,,,14,
Rikvani1-1_theant-1,89,Rikvani1,1_theant,лъанц1ц1и,лъанц1,,,,,,,,14,
Zilo1-1_theant-1,90,Zilo1,1_theant,лъанц1ц1и,лъанц1ц1и,,,,,,,,14,
Zilo2-1_theant-1,91,Zilo2,1_theant,лъанц1ц1и,лъанц1и,,,,,,,,14,
Anchikh1-1_theant-1,92,Anchikh1,1_theant,лъарц1ц1е,лъац1ади,,,,,,,,14,
Anchikh2-1_theant-1,93,Anchikh2,1_theant,лъарц1ц1е,лъац1а,,,,,,,,14,
Kwankhidatli1-1_theant-1,94,Kwankhidatli1,1_theant,лъанц1ц1и,лъанц1и,,,,,,,,14,
Tukita2-1_theant-1,95,Tukita2,1_theant,лъарц1ц1е,х1арц1а,,,,,,,,14,
Tukita3-1_theant-1,96,Tukita3,1_theant,лъарц1ц1е,х1арц1а,,,,,,,,14,
Tukita4-1_theant-1,97,Tukita4,1_theant,лъарц1ц1е,х1арц1а,,,,,,,,14,
Tukita5-1_theant-1,98,Tukita5,1_theant,лъарц1ц1е,х1арц1а,,,,,,,,14,
E_Russian-1_theant-1,99,E_Russian,1_theant,муравей,муравей,,,,,,,,16,
D_Hinuq-1_theant-1,100,D_Hinuq,1_theant,рецен,рецен,,,hinuq,,,,,17,
D_Tsez-1_theant-1,101,D_Tsez,1_theant,РЕЦÉНЙО,РЕЦÉНЙО,,,tsez,,,,,17,
Kidero1-1_theant-1,102,Kidero1,1_theant,РЕЦÉНЙО,РЕЦÉНЙО,,,,,,,,17,
Kidero2-1_theant-1,103,Kidero2,1_theant,РЕЦÉНЙО,РЕЦÉНЙО,,,,,,,,17,
Kidero3-1_theant-1,104,Kidero3,1_theant,РЕЦÉНЙО,РЕЦÉНЙО,,,,,,,,17,
D_Avar-1_theant-1,105,D_Avar,1_theant,цIунцIра,цIунцIра,,,,,,,,20,
Kusur1-1_theant-1,106,Kusur1,1_theant,цIунцIра,ц1унц1ура,,,,,,,,20,
E_Avar-1_theant-1,107,E_Avar,1_theant,цIунцIра,цIунцIра,,,,,,,,20,
Arkhit1-1_theant-1,108,Arkhit1,1_theant,цегв,цек,,,,,,,,23,
Arkhit2-1_theant-1,109,Arkhit2,1_theant,цегв,цег,,,,,,,,23,
Arkhit3-1_theant-1,110,Arkhit3,1_theant,цегв,цег,,,,,,,,23,
Arkhit4-1_theant-1,111,Arkhit4,1_theant,цегв,цеквуьр,,,,,,,,23,
Arkhit5-1_theant-1,112,Arkhit5,1_theant,цегв,цег,,,,,,,,23,
Arkhit6-1_theant-1,113,Arkhit6,1_theant,цегв,цегв,,,,,,,,23,
D_Lezgian-1_theant-1,114,D_Lezgian,1_theant,цегв,цегв,,,lezgian,,,,,23,
Tsinit1-1_theant-1,115,Tsinit1,1_theant,цегв,цег,,,,,,,,23,
Tsinit2-1_theant-1,116,Tsinit2,1_theant,цегв,цегв,,,,,,,,23,
Tsinit3-1_theant-1,117,Tsinit3,1_theant,цегв,цег,,,,,,,,23,
Tsinit4-1_theant-1,118,Tsinit4,1_theant,цегв,цег,,,,,,,,23,
Tsinit5-1_theant-1,119,Tsinit5,1_theant,цегв,цег,,,,,,,,23,
D_Bagvalal-1_theant-1,120,D_Bagvalal,1_theant,жуНж,жуНж,,,bagvalal,,,,,24,
D_Agul-2_thearch-1,121,D_Agul,2_thearch,чарх,чарх,,,agul,,,,,1,
D_Rutul-2_thearch-1,122,D_Rutul,2_thearch,чарх,чарх,,,rutul,,,,,1,
D_Tabasaran-2_thearch-1,123,D_Tabasaran,2_thearch,чарх,чарх,,,tabasaran,,,,,1,
Ikhrek3-2_thearch-1,124,Ikhrek3,2_thearch,чарх,чарх,,,,,,,,1,
Khiv1-2_thearch-1,125,Khiv1,2_thearch,чарх,чарх,,,,,,,,1,
Khiv4-2_thearch-1,126,Khiv4,2_thearch,чарх,чарх,,,,,,,,1,
Khutkhul2-2_thearch-1,127,Khutkhul2,2_thearch,чарх,чарх,,,,,,,,1,
Khutkhul3-2_thearch-1,128,Khutkhul3,2_thearch,чарх,чарх,,,,,,,,1,
Khutkhul4-2_thearch-1,129,Khutkhul4,2_thearch,чарх,чарх,,,,,,,,1,
Kiche1-2_thearch-1,130,Kiche1,2_thearch,чарх,чарх,,,,,,,,1,
Kiche2-2_thearch-1,131,Kiche2,2_thearch,чарх,чарх,,,,,,,,1,
Kina2-2_thearch-1,132,Kina2,2_thearch,чарх,чарх,,,,,,,,1,
Kina3-2_thearch-1,133,Kina3,2_thearch,чарх,чарх,,,,,,,,1,
Laka1-2_thearch-1,134,Laka1,2_thearch,чарх,(полу-)чарх,,,,,,,,1,
Laka2-2_thearch-1,135,Laka2,2_thearch,чарх,чарх,,,,,,,,1,
Laka3-2_thearch-1,136,Laka3,2_thearch,чарх,чарх,,,,,,,,1,
Laka4-2_thearch-1,137,Laka4,2_thearch,чарх,чарх,,,,,,,,1,
Laka5-2_thearch-1,138,Laka5,2_thearch,чарх,чарх,,,,,,,,1,
Laka6-2_thearch-1,139,Laka6,2_thearch,чарх,чарх,,,,,,,,1,
Rutul1-2_thearch-1,140,Rutul1,2_thearch,чарх,чарх,,,,,,,,1,
Tatil5-2_thearch-1,141,Tatil5,2_thearch,чарх,чарх,,,,,,,,1,
Tpig1-2_thearch-1,142,Tpig1,2_thearch,чарх,чарх,,,,,,,,1,
Kina3a-2_thearch-1,143,Kina3a,2_thearch,чарх,чарх,,,,,,,,1,
Kina2a-2_thearch-1,144,Kina2a,2_thearch,чарх,чарх,,,,,,,,1,
E_Russian-2_thearch-1,145,E_Russian,2_thearch,арка,арка,,,,,,,,2,
D_Botlikh-2_thearch-1,146,D_Botlikh,2_thearch,к1к1амур,к1к1амур,,,botlikh,,,,,3,
D_Avar-2_thearch-1,147,D_Avar,2_thearch,кIамури,кIамури,,,,,,,,3,
D_Bezhta1-2_thearch-1,148,D_Bezhta1,2_thearch,k’amur,k’amur,,,bezhta,,,,,3,
D_Gagatli-2_thearch-1,149,D_Gagatli,2_thearch,к1к1амур,к1к1амур,,,andi_gagatli,,,,,3,
D_Hinuq-2_thearch-1,150,D_Hinuq,2_thearch,кIамури,кIамури,,,hinuq,,,,,3,
D_Karata-2_thearch-1,151,D_Karata,2_thearch,к1амур,к1амур,,,karata,,,,,3,
D_Tsez-2_thearch-1,152,D_Tsez,2_thearch,КIÁМУ,КIÁМУ,,,tsez,,,,,3,
Karata1-2_thearch-1,153,Karata1,2_thearch,к1амур,к1амур,,,,,,,,3,
Karata2-2_thearch-1,154,Karata2,2_thearch,к1амур,к1амур,,,,,,,,3,
Karata2-2_thearch-2,155,Karata2,2_thearch,к1амур,к1амур,,,,,,,,3,
Karata3-2_thearch-1,156,Karata3,2_thearch,к1амур,к1амур,,,,,,,,3,
Kidero2-2_thearch-1,157,Kidero2,2_thearch,КIÁМУ,к1аму,,,,,,,,3,
Kidero3-2_thearch-1,158,Kidero3,2_thearch,КIÁМУ,к1аму,,,,,,,,3,
Rikvani1-2_thearch-1,159,Rikvani1,2_thearch,к1к1амур,к1к1ара,,,,,,,,3,
Zilo1-2_thearch-1,160,Zilo1,2_thearch,к1к1амур,к1к1амур,,,,,,,,3,
Zilo2-2_thearch-1,161,Zilo2,2_thearch,к1к1амур,к1к1амур,,,,,,,,3,
D_Archi-2_thearch-1,162,D_Archi,2_thearch,kummur,kummur,,,archi,,,,,3,
D_Bezhta2-2_thearch-1,163,D_Bezhta2,2_thearch,k’amur,k’amur,,,bezhta,,,,,3,
Tlibisho1-2_thearch-1,164,Tlibisho1,2_thearch,кIáмур,к1авун,,,,,,,,3,
Tlibisho2-2_thearch-1,165,Tlibisho2,2_thearch,кIáмур,к1авун,,,,,,,,3,
Tlibisho3-2_thearch-1,166,Tlibisho3,2_thearch,кIáмур,к1авун,,,,,,,,3,
D_Bagvalal-2_thearch-1,167,D_Bagvalal,2_thearch,кIáмур,кIáмур,,,bagvalal,,,,,3,
E_Avar-2_thearch-1,168,E_Avar,2_thearch,кIамури,кIамури,,,,,,,,3,
Anchikh2-2_thearch-1,169,Anchikh2,2_thearch,к1амур,к1амура,,,,,,,,3,
Kwankhidatli1-2_thearch-1,170,Kwankhidatli1,2_thearch,к1к1амур,к1амури,,,,,,,,3,
Tukita2-2_thearch-1,171,Tukita2,2_thearch,к1амур,к1амири,,,,,,,,3,
Tukita4-2_thearch-1,172,Tukita4,2_thearch,к1амур,к1амири,,,,,,,,3,
Alibeglo1-2_thearch-1,173,Alibeglo1,2_thearch,taʁi,taʁ,,,,,,,,5,
E_Azerbaijani-2_thearch-1,174,E_Azerbaijani,2_thearch,tağ,tağ,,,,,,,,5,
D_Georgian-2_thearch-1,175,D_Georgian,2_thearch,taʁi,taʁi,,,,,,,,5,
Darvag2-2_thearch-1,176,Darvag2,2_thearch,tağ,тагь,,,,,,,,5,
Ilisu1-2_thearch-1,177,Ilisu1,2_thearch,tağ,tağ,,,,,,,,5,
Meshabash1-2_thearch-1,178,Meshabash1,2_thearch,taʁi,taʁi,,,,,,,,5,
Meshabash2-2_thearch-1,179,Meshabash2,2_thearch,taʁi,taʁi,,,,,,,,5,
Qax2-2_thearch-1,180,Qax2,2_thearch,tağ,tağ,,,,,,,,5,
Qax4-2_thearch-1,181,Qax4,2_thearch,taʁi,taʁ,,,,,,,,5,
Qax5-2_thearch-1,182,Qax5,2_thearch,taʁi,taʁ,,,,,,,,5,
Qax7-2_thearch-1,183,Qax7,2_thearch,tağ,tağ,,,,,,,,5,
Qax8-2_thearch-1,184,Qax8,2_thearch,tağ,tağ,,,,,,,,5,
D_Persian-2_thearch-1,185,D_Persian,2_thearch,tāq,tagh,,,,,,,,5,
E_Georgian-2_thearch-1,186,E_Georgian,2_thearch,taʁi,taʁi,,,,,,,,5,
E_Persian-2_thearch-1,187,E_Persian,2_thearch,tāq,tāq,,,,,,,,5,
D_Rutul-2_thearch-2,188,D_Rutul,2_thearch,ад,ад,,,rutul,,,,,6,
D_Kumyk-2_thearch-1,189,D_Kumyk,2_thearch,гюмез,гюмез,,,,,,,,14,
E_Kumyk-2_thearch-1,190,E_Kumyk,2_thearch,гюмез,гюмез,,,,,,,,14,
D_Chechen-2_thearch-1,191,D_Chechen,2_thearch,нартол,нартол,,,,,,,,16,
E_Chechen-2_thearch-1,192,E_Chechen,2_thearch,нартол,нартол,,,,,,,,16,
E_Arabic-2_thearch-1,193,E_Arabic,2_thearch,قَوْس,قَوْس,,,,,,,,18,
E_Azerbaijani-3_theaxeax-1,194,E_Azerbaijani,3_theaxeax,balta,balta,,,,,,,,1,
D_Kumyk-3_theaxeax-1,195,D_Kumyk,3_theaxeax,балта,балта,,,,,,,,1,
D_Rutul-3_theaxeax-1,196,D_Rutul,3_theaxeax,балта,балта,,,rutul,,,,,1,
Darvag1-3_theaxeax-1,197,Darvag1,3_theaxeax,balta,balta,,,,,,,,1,
Darvag2-3_theaxeax-1,198,Darvag2,3_theaxeax,balta,балта,,,,,,,,1,
Darvag3-3_theaxeax-1,199,Darvag3,3_theaxeax,balta,балта,,,,,,,,1,
Darvag4-3_theaxeax-1,200,Darvag4,3_theaxeax,balta,балта,,,,,,,,1,
Darvag4-3_theaxeax-2,201,Darvag4,3_theaxeax,balta,балта,,,,,,,,1,
Darvag5-3_theaxeax-1,202,Darvag5,3_theaxeax,balta,балта,,,,,,,,1,
Darvag6-3_theaxeax-1,203,Darvag6,3_theaxeax,balta,балта,,,,,,,,1,
Ikhrek1-3_theaxeax-1,204,Ikhrek1,3_theaxeax,балта,балта,,,,,,,,1,
Ikhrek2-3_theaxeax-1,205,Ikhrek2,3_theaxeax,балта,балта,,,,,,,,1,
Ikhrek3-3_theaxeax-1,206,Ikhrek3,3_theaxeax,балта,балта,,,,,,,,1,
Ikhrek4-3_theaxeax-1,207,Ikhrek4,3_theaxeax,балта,балта,,,,,,,,1,
Ilisu1-3_theaxeax-1,208,Ilisu1,3_theaxeax,balta,balta,,,,,,,,1,
Kiche1-3_theaxeax-1,209,Kiche1,3_theaxeax,балта,балта,,,,,,,,1,
Kiche2-3_theaxeax-1,210,Kiche2,3_theaxeax,балта,балта,,,,,,,,1,
Kina1-3_theaxeax-1,211,Kina1,3_theaxeax,балта,балта,,,,,,,,1,
Kina2-3_theaxeax-1,212,Kina2,3_theaxeax,балта,балта,,,,,,,,1,
Kina3-3_theaxeax-1,213,Kina3,3_theaxeax,балта,балта,,,,,,,,1,
Qax1-3_theaxeax-1,214,Qax1,3_theaxeax,balta,balta,,,,,,,,1,
Qax2-3_theaxeax-1,215,Qax2,3_theaxeax,balta,balta,,,,,,,,1,
Qax3-3_theaxeax-1,216,Qax3,3_theaxeax,balta,balta,,,,,,,,1,
Qax7-3_theaxeax-1,217,Qax7,3_theaxeax,balta,balta,,,,,,,,1,
Qax8-3_theaxeax-1,218,Qax8,3_theaxeax,balta,balta,,,,,,,,1,
Qax9-3_theaxeax-1,219,Qax9,3_theaxeax,balta,balta,,,,,,,,1,
Rutul1-3_theaxeax-1,220,Rutul1,3_theaxeax,балта,балта,,,,,,,,1,
Yersi1-3_theaxeax-1,221,Yersi1,3_theaxeax,balta,balta,,,,,,,,1,
Yersi2-3_theaxeax-1,222,Yersi2,3_theaxeax,balta,балта,,,,,,,,1,
Yersi3-3_theaxeax-1,223,Yersi3,3_theaxeax,balta,балта,,,,,,,,1,
Yersi4-3_theaxeax-1,224,Yersi4,3_theaxeax,balta,балта,,,,,,,,1,
E_Kumyk-3_theaxeax-1,225,E_Kumyk,3_theaxeax,балта,балта,,,,,,,,1,
Kina4-3_theaxeax-1,226,Kina4,3_theaxeax,балта,балт1а,,,,,,,,1,
Kina5-3_theaxeax-1,227,Kina5,3_theaxeax,балта,балта,,,,,,,,1,
Kina3a-3_theaxeax-1,228,Kina3a,3_theaxeax,балта,балта,,,,,,,,1,
Kina2a-3_theaxeax-1,229,Kina2a,3_theaxeax,балта,балта,,,,,,,,1,
Kina1a-3_theaxeax-1,230,Kina1a,3_theaxeax,балта,балта,,,,,,,,1,
D_Arabic-3_theaxeax-1,231,D_Arabic,3_theaxeax,"فَأْس
",fa's,,,,,,,,2,
E_Arabic-3_theaxeax-1,232,E_Arabic,3_theaxeax,"فَأْس
","فَأْس
",,,,,,,,2,
E_Georgian-3_theaxeax-1,233,E_Georgian,3_theaxeax,najakhi,najakhi,,,,,,,,3,
Bezhta1-3_theaxeax-1,234,Bezhta1,3_theaxeax,õg,оНг,,,,,,,,4,
D_Bezhta1-3_theaxeax-1,235,D_Bezhta1,3_theaxeax,õg,õg,,,bezhta,,,,,4,
D_Hinuq-3_theaxeax-1,236,D_Hinuq,3_theaxeax,ог,ог,,,hinuq,,,,,4,
D_Bezhta2-3_theaxeax-1,237,D_Bezhta2,3_theaxeax,õg,õg,,,bezhta,,,,,4,
Bezhta2-3_theaxeax-1,238,Bezhta2,3_theaxeax,õg,оНг,,,,,,,,4,
Alibeglo1-3_theaxeax-1,239,Alibeglo1,3_theaxeax,tsuli,tsuld,,,,,,,,5,
D_Georgian-3_theaxeax-1,240,D_Georgian,3_theaxeax,tsuli,tsuli,,,,,,,,5,
Meshabash1-3_theaxeax-1,241,Meshabash1,3_theaxeax,tsuli,suldi,,,,,,,,5,
Meshabash2-3_theaxeax-1,242,Meshabash2,3_theaxeax,tsuli,tsuli,,,,,,,,5,
Qax4-3_theaxeax-1,243,Qax4,3_theaxeax,tsuli,tsuld,,,,,,,,5,
Qax5-3_theaxeax-1,244,Qax5,3_theaxeax,tsuli,tsuldi,,,,,,,,5,
Qax6-3_theaxeax-1,245,Qax6,3_theaxeax,tsuli,tsuldi,,,,,,,,5,
E_Georgian-3_theaxeax-2,246,E_Georgian,3_theaxeax,tsuli,tsuli,,,,,,,,5,
E_Russian-3_theaxeax-1,247,E_Russian,3_theaxeax,топор,топор,,,,,,,,6,
D_Persian-3_theaxeax-1,248,D_Persian,3_theaxeax,tabar,tabar,,,,,,,,6,
D_Archi-3_theaxeax-1,249,D_Archi,3_theaxeax,tabərzan,tabərzan,,,archi,,,,,6,
E_Persian-3_theaxeax-1,250,E_Persian,3_theaxeax,tabar,tabar,,,,,,,,6,
E_Persian-3_theaxeax-2,251,E_Persian,3_theaxeax,tabar,tabarzin,,,,,,,,6,
D_Karata-3_theaxeax-1,252,D_Karata,3_theaxeax,аНжито,аНжито,,,karata,,,,,8,
Karata1-3_theaxeax-1,253,Karata1,3_theaxeax,аНжито,анжитобо,,,,,,,,8,
Karata2-3_theaxeax-1,254,Karata2,3_theaxeax,аНжито,анжито(бо),,,,,,,,8,
Karata3-3_theaxeax-1,255,Karata3,3_theaxeax,аНжито,аНжито,,,,,,,,8,
Karata4-3_theaxeax-1,256,Karata4,3_theaxeax,аНжито,аНжито,,,,,,,,8,
Tukita1-3_theaxeax-1,257,Tukita1,3_theaxeax,аНжито,г1анжит,,,,,,,,8,
Tlibisho1-3_theaxeax-1,258,Tlibisho1,3_theaxeax,аНжитв,анжит,,,,,,,,8,
Tlibisho2-3_theaxeax-1,259,Tlibisho2,3_theaxeax,аНжитв,анжит,,,,,,,,8,
Tlibisho3-3_theaxeax-1,260,Tlibisho3,3_theaxeax,аНжитв,анжит,,,,,,,,8,
Tlibisho4-3_theaxeax-1,261,Tlibisho4,3_theaxeax,аНжитв,анжит,,,,,,,,8,
D_Bagvalal-3_theaxeax-1,262,D_Bagvalal,3_theaxeax,аНжитв,аНжитв,,,bagvalal,,,,,8,
Anchikh1-3_theaxeax-1,263,Anchikh1,3_theaxeax,аНжито,анжит,,,,,,,,8,
Anchikh2-3_theaxeax-1,264,Anchikh2,3_theaxeax,аНжито,анжит,,,,,,,,8,
Tukita2-3_theaxeax-1,265,Tukita2,3_theaxeax,аНжито,г1анжит,,,,,,,,8,
Tukita3-3_theaxeax-1,266,Tukita3,3_theaxeax,аНжито,г1анжит,,,,,,,,8,
Tukita4-3_theaxeax-1,267,Tukita4,3_theaxeax,аНжито,г1анжит,,,,,,,,8,
Tukita5-3_theaxeax-1,268,Tukita5,3_theaxeax,аНжито,г1анжит,,,,,,,,8,
D_Avar-3_theaxeax-1,269,D_Avar,3_theaxeax,гIащтIи,гIащтIи,,,,,,,,10,
E_Avar-3_theaxeax-1,270,E_Avar,3_theaxeax,гIащтIи,гIащтIи,,,,,,,,10,
D_Tsez-3_theaxeax-1,271,D_Tsez,3_theaxeax,ГIО,ГIО,,,tsez,,,,,11,
Kidero1-3_theaxeax-1,272,Kidero1,3_theaxeax,ГIО,ГIО,,,,,,,,11,
Kidero2-3_theaxeax-1,273,Kidero2,3_theaxeax,ГIО,ГIО,,,,,,,,11,
Kidero3-3_theaxeax-1,274,Kidero3,3_theaxeax,ГIО,ГIО,,,,,,,,11,
